user,credit_score
0x0014dfac19477a83d7354e6eaac28642c1959398,561.7705765254196
0x001589fe1923c2118f34e4277f2ef650fcbf0161,380.1380346609732
0x00159370cbe576b765a7fb2e78582e0cb563d445,251.06783703657794
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,158.10298921626892
0x0016469a65facda9e86fd0ae0e9661128843c224,158.97912521680655
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,100.50472588296697
0x00183135585d70a523d61b2e43037a7138b36906,406.2759747997552
0x00184e8aa1e95f491f2d9601e12b540092160ded,491.9807989040366
0x0018583d7654803d2c59467e10dec5f70bbe1851,160.49338479390633
0x001875a076b3cfe1c9535d76b0345c16e3d61118,107.28600610896468
0x0018d044b946ede86b43bb3b964a45772a5abeb9,560.6835788983425
0x0019bd9f6142943f3a03a8a62d0001a95213f555,100.50472588296697
0x001b024b98ee862aa01eea595c4c16a0213d2611,158.97912521680655
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,548.5358625671256
0x001bc97d92e1a30b02d4e75be25f06063555d556,530.5823347097947
0x001be549fa377710b9e59d57bbdf593ce1e379ca,124.65819179564794
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,111.97521649564383
0x001d2a3192a49e28cac0a7abcaa916648c62b982,100.50472588296697
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,100.50472588296697
0x001f96b7e19a54ae45f451b0148336504d03fdcf,100.50472588296697
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,239.59030914940797
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,100.50472588296697
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,108.46989161090885
0x00222d56e0509a5e9ab05c588c548290a5e9f876,100.50472588296697
0x002379916ac42a432f3b53f16782d33267debb4c,100.50472588296697
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,107.28600610896468
0x0023d9ffe7d793895c5da5833d56c737832ead2b,100.20828807180614
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,100.50472588296697
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,102.16436725870878
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,100.50472588296697
0x00246f7813397868b1beec56e1677efa47816dae,558.7656098392229
0x0025a856d01a898bd52286d56c52323b13937b65,100.50472588296697
0x00261d225db379b3fc74cd0228d6f90582d39035,158.97912521680655
0x00262ffcfda82b5582d1905ca05b849f196b0419,508.8517653025408
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,100.50472588296697
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,100.50472588296697
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,100.50472588296697
0x002775390698ef16589bb22bba37ae7906ae2f36,332.26376023756865
0x0027c6cd01364a3c5d29f72269b36dfe85628193,100.50472588296697
0x0027f7335d610f15b325baa5798414548720fcaa,496.0532372283041
0x00283b611db7844cb5677b311afd67c8e3078518,100.50472588296697
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,100.50472588296697
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,104.86032057870446
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,100.50472588296697
0x002aea16059a7d4bef638a03b61a9e80ef07e745,443.2541941108158
0x002bb13a55bf4525f02717708dd4534ecc475193,100.20828807180614
0x002c77a71d54e6da4b28690fe1676752a74a67eb,100.50472588296697
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,516.1403329255375
0x002d2715b179d0db3e17cc28317a98f2f65e6884,645.2421187140291
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,100.50472588296697
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,624.0115803263182
0x002de04d579930686698abab5f48bda0b24fb9fc,681.1475663604759
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,491.9806341044481
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,240.97161206368105
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,100.50472588296697
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,526.7259130356886
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,242.02819551639823
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,100.50472588296697
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,197.4471564649042
0x003094a91a3b5523bc601b221f80183bd347e9ae,107.28600610896468
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,100.50472588296697
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,678.014451948444
0x0030de8f624d2b2513c6dbbff788bb109b80304d,100.50472588296697
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,100.20828807180614
0x0030ee334630838ea4dee0b4b6ecbc973529031f,406.42387348116887
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,100.50472588296697
0x00326e37cef76788f6b0cf643c94481d60bd3d58,100.20828807180614
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,732.8857221305695
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,608.1570305122419
0x0034d2a08772822866b08d2c585e5c8e25723760,100.50472588296697
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,336.0635896195213
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,100.50472588296697
0x0036534c48a754163f0f446601f36bcfda840f57,504.8007543276324
0x00368bb9dba2ee83f3553feae59710b9c3743e09,265.26522213839877
0x0036a2f1f6136bb9d7992f7def692126a279e702,100.50472588296697
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,522.2148068104514
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,741.0038299607438
0x0037643e4ec2b622270676e9e7aa163b261cfb79,100.50472588296697
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,216.7258975314316
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,298.6645758291979
0x0038281701bf3f51fdbb18903c6e18776780a9a1,100.50472588296697
0x00389de87cae34a6f89e13cc8225c4984add8b37,635.8245062478362
0x0039e71541bdc798d062346bce94230bf519bb72,158.97912521680655
0x0039e762ecd8e8f074e93575dc395abfce4ef8b6,160.90790640970698
0x003a85c562730b196f7cba202a2515f2ff855736,751.9123297211623
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,443.5078781524696
0x003ae57782ab0f390908f8d7a3a9680bcfc62ec0,107.28600610896468
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,330.3489446515895
0x003b2816d976cebbf0cadec981ff59286b6d7f2f,181.8370413751146
0x003cb0842811db8d115e28f13048dd83db391dcb,100.50472588296697
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,100.50472588296697
0x003e9a119439ef34de3237034cee95675b01d5d4,649.2874420456683
0x003ed65a094ef804c934f2427b601e03113882ff,100.20828807180614
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,412.5860285940235
0x003f705c2e62e268891d8aa2724e32f2176dc963,100.50472588296697
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,572.1646818288316
0x00405f7b768a9a6b81e8060a17f0550501acf6be,359.5016411078193
0x0040932d4c252856709b24dc406244392d3df400,158.10298921626892
0x0040daac32d83c78546ae36da42a496b28ab09e1,173.67071707969075
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,100.50472588296697
0x0041dac13d9365b4d695fb612950dc71884f8db1,577.8571683683682
0x0043090d0a3338eb89914ea9af5c529e928a044c,158.10298921626892
0x0043260ff376a32f335de2091e8bd455d74ecef9,100.50472588296697
0x00432772ed25d4eb3c6eb26dc461239b35cf8760,100.50472588296697
0x00432beb667c8908a74f35fef62882b502347e61,163.0666864389112
0x00433d27687ff685d3871395d7fedfd42b1c3529,266.59753743437545
0x0043f8113eb1257bc6314fe0434eec0d9bac3837,222.24274640893992
0x004403abb2246c48ac770e30e7b36e3b16e152a1,548.4626211323103
0x00447d3b5f40e1bb71766b5ffc656f5391f6e9d8,158.10298921626892
0x0044803a27c6c45babd3fb7affb80b3f913579d7,657.6745242492356
0x0044f0ab1281b2bc850bfa39123dec1e8e09001d,506.5533692326029
0x00452d3fd0e6bd68943b30af56a8df4eb7685387,536.439675128924
0x004624a132094f106e977c369c8f2e1ebffb2ae1,100.50472588296697
0x0046d10482bc3ae87fa4cb550e36706addf2304a,100.50472588296697
0x004815f49c32e9ef6341dc2d53411a59de5a2daa,100.50472588296697
0x00481898361901f3e49bfe3e40872d09e93c2c11,189.19811404336207
0x0048e6fd005224e7e9f00058c630307f0710a84b,543.7175320836877
0x0049436d8c3da52d604cdc390e45026b2662d7f7,444.6886681185635
0x00495585ecf70ad7dd71797c2a22951ed92b9a24,570.0218285058496
0x004965f85a3db4d5221189595141ecab247b115d,109.64412469179103
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,543.1108424890468
0x0049f39431ab794a381deca90fa7ab85e60e6ebb,100.50472588296697
0x004a61f49faeab28ac5cc72ed26a7114d134362e,100.50472588296697
0x004af1171e5783d1223056a700e992b0eccf6191,100.50472588296697
0x004afb002e3fb33c833fc16b6b63103bbf97312d,345.7405372492685
0x004bac9f45af6848ffbdf0dec8f47023ccd7a138,180.12486933359975
0x004c572659319871be9d4ab337fb3df6237979d7,100.50472588296697
0x004c5993adfd45da327f82ec7581a6ee736bf4cb,100.50472588296697
0x004c788aecdcc8ae214519737576d67da3c7334a,100.50472588296697
0x004ce54398cc569a622bf5a99ae857306243c8ec,660.821771694475
0x004d71c111862702272e6beccdaafb07c9b96c37,756.9080711795102
0x004f9b61222bcb6214b7dcd87ebafa0ac2c74440,100.50472588296697
0x0051337e53823325b9df640f8bac7c7a7dcc4b19,100.50472588296697
0x00515e4f8a5c52a526f48c3ea07238143e2c04fc,615.5770489907235
0x0051e6e6cde6392c01b4cf6b97d9f5c50ec9817c,818.0083203137102
0x0051ed91501bdefede70975ec9459a0dd3c5657b,159.04445784813777
0x00520ddda78809f725ba3ac696fc8dbe9ccaef91,106.08667673332134
0x00526e91ec022d8596bda04092071c1da6b5322e,503.1367987678797
0x0052c9f2cc95f743412d6daaf3c93bcd1793479d,272.2253916027688
0x0052d655d117dae79d897213af1d4393ab32c739,100.50472588296697
0x005399ba80babd299512e9efb4e0e764f673405c,100.50472588296697
0x0053b5daa6d4c2e3d16f2b9c10dc04e92b14a818,474.5126097471932
0x00548bf85d26850ad7ad55ca90ba02572349f648,158.97912521680655
0x0054b73e9add0a26ca2a81635c6ec0a0eb75b77f,100.50472588296697
0x00552481817c28f473f4cc61538db6536015d906,107.28600610896468
0x00553b963de06016c68681c9bee10a79c51c5d8a,100.20828807180614
0x005547e9fa569b6835204402138146861e901b06,100.50472588296697
0x00560340190b7e9a1027fb5e72858a8298588303,100.50472588296697
0x00561a0d394a2cad87c811615f72b61cb0ed3faa,523.8843286507763
0x005661a7a441451fafdccd579905a7dbc79fd538,363.7536262432865
0x0056bcfe33f5c6dfa62b6d3d3cf5a957429828bb,156.9957480359017
0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,614.4550180062287
0x005711ac01b67981d6b627c09470cce29dbd3353,491.9815679687831
0x0057abf4b6b95cd42cb8c197e78b934d45679432,108.46989161090885
0x0057aef39caf4085bf3f91661eb2e6e6f513244f,108.46989161090885
0x0057b22d4385adfbc48a6581b141e04acdaf7768,235.1471156228949
0x0057bd83a142da84b6404616c683e21e7dd6fa5f,430.2443471399634
0x0057bf0e2082921a880500ab18e716c46c54216e,100.50472588296697
0x0057dbd2cb881113aa7b55e4ce62af8234519e01,519.7585434033941
0x0058873fc9eeb9906ae1135de4f84a9ef1bfba62,100.50472588296697
0x0059221c8444995878e9a82b0b2d732fb3da913e,182.3598445188711
0x005a61772557bef9a3e65a7b87eaccce34f2700e,112.40850171676877
0x005a75e089206f1c5b788a16a5dd54cbf6dd5b9a,130.39942076268605
0x005a945c426fe1f2eb3c4b04585a2427f7a032a8,310.6126544696213
0x005ab5979532d34dc60a4582597464df0b5a7c87,524.7649186362952
0x005ab79a1b5982604cdc066565499d90c550e001,100.50472588296697
0x005ae07a1782019253917d76334a0579ac3a9b64,589.7529681574241
0x005b0743d8b2ed646499dc48b64b95e71b8afa43,544.1140264812672
0x005b35993837ffbc6ebfa08d2e4ac40fdb0a63d1,158.97912521680655
0x005b5489aad85ecf95142ba14f97bba3b5d13a1a,100.50472588296697
0x005b8864b832d250e97996febb2b6a10b4562fd1,487.50526841715504
0x005bf9036a459545ec86252db2a37667a5823b94,491.9806889339279
0x005c7aa4001747cd4bf25c777318a13191a182ac,726.7180833072827
0x005ce3720edd52ef800ed68bfe29114a7d86e623,486.52449225737047
0x005ceac16427ed612040519f078d08570eaf7688,100.50472588296697
0x005d25ac8fe00ec22e8b0f34d7a5f8e00217fcd0,104.86032057870446
0x005d9ffbbd210f6b04d7f0880f5c49130d38ff0d,575.2194895625879
0x005de910a2a04e1efe9eb4c3e2aca7744ab15ed7,100.50472588296697
0x005df03951fac36e8cc39b7d03eadf00829815b4,107.66523777214252
0x005e105ad9c1a60512e6bb98fdaa1183bd341f18,100.50472588296697
0x005e5cac6eb7637edf689403e01b86bda451ef61,592.1522107411872
0x005eba6d8c2af1e7058d7c22e23999188fd15339,113.1352341927802
0x005ec23381d0b33407fcdedd2df7facd769304cd,100.50472588296697
0x005f16f017aa933bb41965b52848ceb8ee48b171,863.7408509337916
0x005f4ed154aec7b147190c97d3f2535fc8360b12,315.0272216752536
0x005f73c6a7233e4e6bdb5041d021fa36b6716b2f,100.50472588296697
0x005fe33f474dd52d8308b470c2503fd6ffabe31a,100.50472588296697
0x005fe34dfd8c3b7994d608a374cedcc44b73e0bd,158.97912521680655
0x006002bafd83794a35b3d63fb00bfce00f4557ed,100.50472588296697
0x0060f329ae466559db2e692b24252a5163bf16c3,100.50472588296697
0x006106679868ffbeb8bef8788be4d59571a13053,100.50472588296697
0x00626b79d2972dfd10463e1871f8edcf8aae5bb3,501.1993885199135
0x0062cb1c249a8579e155794dc86960e4f88af402,542.2197469777947
0x006366325c813728f871c16a7703b818ee1ac6f1,141.36835593223725
0x0063d9477fd76b7c9732917b3b884d918607a804,164.53887550598563
0x00645acbda7635b02a8b517d49ef6cbd028962e3,100.50472588296697
0x00645dd21310882cc32399abcb54e0a05b3b5d1d,575.038010573714
0x0064f7e15fdf96a5225d4cc07b38eef45c8bdc46,485.41721369056506
0x006501f106d155981aac18b4d31a6e14d1e55fae,158.3862495944849
0x00651f6724f748af9315f720d67ef9ecc3139bdf,100.50472588296697
0x0065245cb87fda9fc42e7ca9962a13da9a52345d,100.50472588296697
0x006551b8f041761e2e47bb4792b21e67786b3452,158.97912521680655
0x0065fb0daffbc3025516415183fa808b2b40b3fb,109.64412469179103
0x0066023b24edd70b7def47effbf2fd7617f9c66b,108.4237010984982
0x0066245819d5d387ac2209620741e721ccada64d,100.50472588296697
0x00668293095ef3ba3a62d566e2ac83fb81aec94f,470.2331784681989
0x00668bd79ede077b99bbe1c4db59418bc333d4cf,100.50472588296697
0x0066a75495069b7d760177aa2607a140b13aa520,176.0566087286863
0x0067243a8b83385457c53923a6cd0bc019b090e8,100.50472588296697
0x00677d8b6fda25b199539633a8cd07074c855cb7,567.327510433926
0x0067eec7ad35e72613d760e917890d1b7e876e4e,100.20828807180614
0x00694ba9219891081e07b31ebaf19abfd97e1acb,260.54018455576886
0x00695c7fcd8ee1517adb85c24547fc792613a5c5,109.64412469179103
0x0069d013b71c2d000fca70549d894e49b8e4e031,100.50472588296697
0x006a310554681273826624361a3177cd9f3aad1d,109.64412469179103
0x006acbf79f7c4580fa01ffa48085d832592f1b63,619.442701543234
0x006b64b48437695a2c0b470e22de9b8d3b866f52,100.50472588296697
0x006b855e1ce71d0163e41c17fac02fcdedf0ef21,221.3328263910135
0x006bcd94f74784887705d74884308172343855ee,100.50472588296697
0x006d0cf97d1aef07271dcce6d0bd60e8d98966ec,158.97912521680655
0x006d0f31a00e1f9c017ab039e9d0ba699433a28c,369.12830958044935
0x006d1df30df75bfa607f41b3a4d67d4be51fe910,523.483968471419
0x006dfe647e57d2cdaf47000731659c1f92ece423,100.50472588296697
0x006f030ecb2daa44fc1dede06a94e749bf3918cf,151.38029636606223
0x006f1973f3a2911fc15569d7787f51fb114db606,160.49338479390633
0x006f26845ed58e4503a0dd61c69708e3cc028cc5,191.00628297486668
0x006f74448baead5563915255c8fbc12fd7f6a5df,820.1203983680383
0x006fda5407be210b6d8d653b04859a748e84e64a,100.50472588296697
0x00702c8e7a704dbb88efdf09e532447530ab6d0a,121.22613339186263
0x00705d931184135830185bb284fb8ed277693d0d,100.20828807180614
0x007078c8001b515b14000cc78306072a5dfd55b3,578.849147895382
0x00707aa2eeff1ddb8b22bd1539f92818c9cb8a85,638.0292654057963
0x0070bc9033adf1e49517f98304f41f778d370208,580.4030285438901
0x0072b1fa7a78e6e2df568563fb551ad2fb8c01bc,158.97912521680655
0x0072b9af9a7dc5a42091f01d3d22bcf298d398fd,740.5513412346571
0x0073245e2bf4f38400634d4ba7527bbd34bfc6ba,679.1886882464922
0x0073894fff63595d6cca3802aad6b9ecf5491ca6,158.10298921626892
0x0073943c869d55da3b7c8ab40ee3c2a68b65fb33,556.5701838469662
0x00752654dcd85f8e42e207ccf48212388fd7173d,100.50472588296697
0x00752fceceba64c2f5a18f3ad5f3fd8938b96a4f,100.20828807180614
0x0076b2f8ead986bb6de67735313891c0876f4388,158.97912521680655
0x0076bc177845e513018cda51be5e5f80f44aeb50,109.64412469179103
0x0076fcc7d245f6c7aaf07238adfb48adc62bdd55,560.7565171263735
0x00778698bbc902543b596af6e7c0aa13b614162d,623.3955493690253
0x007821abbcc2da83df7fdf57520741d6ea1042f2,100.50472588296697
0x007849ce924f0a3ed1baccbff2742a3d1cdc7ac0,228.68778414685465
0x0078c86e12186e2de1ff6fef5f1ada2bffde4ea5,537.2348850610628
0x0078dc11a5b751eb0e94d6c97cae29acf6e8579d,518.6717635881438
0x0079228fa4e08e800883021b18ff0bc7937b3aef,109.64412469179103
0x00795ff7870798a332a99c3969406286259dce8f,412.1350694611005
0x0079bf6868cb1b7cf4a451311fd70c348f3ed38b,100.50472588296697
0x0079e0ce802e67adba53ac0e7927f45f6304ae6f,158.97912521680655
0x007b003c4d0145b512286494d5ae123aeef29d9e,298.0752232494365
0x007b212ac048a425d2019d14e7be4aeae3faf8e9,158.10298921626892
0x007c426ab1b726e3be68b37ac0ffa8aed94447bc,100.50472588296697
0x007c4bb067d9b6afeb4c13415477d396123c4aa3,777.5253328485363
0x007ce1895ca7a000e37a524399920ad7dae41f43,114.73959352062158
0x007d418f61454569a051b5a9d11112996a986bb1,100.50472588296697
0x007d42732fee6a2a8de421a06dcc02daf93e2b2f,532.8376269178028
0x007dc697bbc1bdfb0988db00ebb3d17d52fdda3d,575.4926951208764
0x007de57773b6eb4ebbf6a740dfde1efdd5629630,322.6531551658645
0x007e4e679e14f17d62607418f546e2d97d9e5a61,499.15238007387757
0x007e8e7ccdfc45f0a6319a3aa938203126f1d646,491.9808538372328
0x007edad4e994b9dc1a1229eb6d4c852d08c6ed33,100.50472588296697
0x007f0596cce8ff85fb8091e410aeb5cad529ba4d,100.50472588296697
0x007f3da6715efd4b6994b7348b644b64b695d3b1,538.1727308903177
0x007f4172d3dcd318d7bd0eec9325ad5e4c2bcc8d,700.9689657245996
0x00800d9019001aff6e1eba3312e35e9b22d3f058,657.4820569317752
0x0080568c64209a91110f1333057f5e34a0e5b62e,100.50472588296697
0x0080a01a45d5e023435dc82970ec2681a5ae050e,358.3318766329317
0x0080bdce06d56ce3911ad7f73e4c3bbd577e267b,561.1861279631669
0x008160cbce03ce9c914d9734c821fe96899185bc,158.10298921626892
0x008183a11eacc113e85007bd14bfbd6da3f687f9,640.4551913554137
0x0081b2ec2af3f22528d6581e6554aaba5141e985,575.6805089050295
0x0082a12e195b8f31660830132e72716225382075,559.099800235624
0x0082c6c4decefca6626b5e66929fb2ceca7c994f,100.50472588296697
0x0083e235216ffe303c9db58e2eca7d69f99afd2d,107.28600610896468
0x008426fc298852d92a4a2b3607aa384a51c4b65a,491.98107354209384
0x008450344d3518a45a2d4fd0425eea6a5c08033d,403.4693257388211
0x00847f96c75f1fd63f6d625a3342ba0123b20200,159.53515831861571
0x0084ac988560b4724413941a0a89f7ea57da4fe5,216.94069252365819
0x00850f22f6d422d8987f796a9f23fd9e45bda47e,109.64412469179103
0x00861fefcfef0a542b0a6c90ce1ee575e257a6c7,644.3037812333398
0x0086bf55d1e7225d1faf4f17ccd48983b0146cc6,306.94736487595094
0x0087899a5bf67ca95147d3ad6b76907288972055,100.50472588296697
0x0088092651027c8566be1011c29f3a71eebe5efe,239.69627815489298
0x0088b7a2ee442d30dc18b5fe9e3227af18120b02,158.97912521680655
0x0088ed232bae631195655bb31da1ee5a61ebd5ab,100.50472588296697
0x0089b988ca94bf62cd88a5af10e5cfc9432ef568,100.50472588296697
0x0089ca86f688fd3c2efaf737a28f52b0ce1ef380,100.50472588296697
0x008a34511b9808c41237d7568e409141ab10796b,452.9611207345987
0x008a5ff6e91ba1eef94655853c3690d15d1153bc,100.50472588296697
0x008a86b4dbbe4fe8a7f2145cdc676ffff95bdf23,100.50472588296697
0x008ae504ac6c0c89d32009c02b3a92e57fec188b,372.4660125810665
0x008af94ec70860b667caec3a2e2de07597db90c6,646.2877813922831
0x008b1ffe244bf31896c833bff4ad9009e7a0f4eb,423.55528116559145
0x008b24d362ca3f7dd93ab9902927eb3af50216d1,100.50472588296697
0x008b61e1a118db01bc5e253da985c5f11fe04b4b,158.97912521680655
0x008bddb9cca2d92deee55a50d0f358eaf4b7f076,466.6620990852126
0x008bf5ef7e1b1170f0f7471b93f62b5cac55316f,100.50472588296697
0x008c2b6e55284a2ea09c62d50a7da4c7c151dec9,100.50472588296697
0x008c9ce69f80e890d3fb27d9d6c94c570a53889c,100.50472588296697
0x008d2d57867efeba246e3bd8034ceb8c8f596950,114.29279491000987
0x008d399b5936b8fc3d6ce86ad53ac001217e3978,300.3080045129552
0x008dfd01cba93125fc08f41e86cfa02b2d203005,158.10298921626892
0x008e2fd504a73089ccd6fc0584665905f411ca3b,100.50472588296697
0x008f1edc31890f9c66d4b9cf24c78dd651502274,538.2561758850261
0x008f96aab23e71c98398e6c5dabf2ee2ded9f15d,691.8387323196197
0x008faa257fd02ff7b9ed19e4bd16b2fc4f71a98f,100.50472588296697
0x0090ca02bba03a52241bfb641cc575bd4990432c,107.28600610896468
0x0090ca7a7e7923d6b67319c268f3eef1b5bd5d3c,300.7337528590142
0x0090fb1887c411fe826cba2832a004e5d9882284,100.50472588296697
0x00913b0179ae1afaf4ec5a3c265611008560f63f,100.50472588296697
0x00916ef0f7c59f94a28ec2a332b95d4c089a8d48,260.952721498943
0x00917065867c9cb16d75abfbfa76aa69bd92ab75,158.97912521680655
0x0092a80c90069d5a243caa28fff0eddd5c03696d,158.97912521680655
0x0092f6fe26d0c54f9e60326e8d93cf6770cdf494,504.9532197157363
0x009330f669003eada06b676b6e5cb77415471e7e,461.63580908414497
0x0093660a2f58c0c38ce2ce0f894c86f9011478ea,397.6658185774873
0x00940bbff7ff7778b466fd26fe2932051885c1ce,166.64730020792967
0x0094cb1657ee9da34b93845aa142eaa59169ee05,631.4052358645797
0x0094ccf467b9b767df3203796250014a7174a87d,158.74802003697695
0x0095afc96094160cea6a5e00b5858369f25f3d74,319.0710236088456
0x0095d0862b889c5b8606962cb834a3634a8745b7,100.50472588296697
